"1.9","598.976","599.312","599.76","600.096","599.872","598.752","598.752","600.432","599.76","598.976","600.208","599.76","599.872","599.2","600.32","599.76","599.312","599.648","600.32","599.984","599.872","600.32","600.208","598.752","600.32","598.864","599.984","600.544","599.088","598.864"
"2.0","599.872","599.2","599.088","598.976","599.76","599.088","599.2","598.752","599.984","598.864","598.864","598.864","599.312","598.976","598.976","599.088","598.864","598.864","598.752","600.096","598.864","600.32","599.088","599.2","599.76","599.984","600.432","599.76","600.096","599.2"
"2.1","599.088","599.984","599.424","600.096","600.208","598.976","599.76","598.976","599.2","598.976","600.208","600.432","599.088","598.976","599.648","600.432","600.208","599.312","599.312","599.312","599.088","599.648","599.2","600.096","599.984","600.208","598.528","599.76","599.648","599.872"
"2.2","599.872","598.976","599.76","599.312","598.752","599.088","598.864","599.984","599.76","599.088","598.864","598.416","600.096","600.096","599.984","599.312","598.976","600.544","599.872","600.32","598.864","599.2","599.648","599.984","599.872","599.76","600.096","599.088","600.208","600.208"
"2.3","598.416","599.088","599.872","599.536","599.088","599.088","600.656","598.976","599.536","599.872","600.096","600.208","598.64","600.32","600.208","599.424","598.976","599.648","598.752","600.32","599.424","600.096","599.2","599.984","600.096","600.096","599.424","598.864","599.2","599.984"
"2.4","599.088","599.424","599.088","598.976","599.2","599.648","599.648","598.528","599.2","599.312","599.648","599.2","599.536","598.64","599.648","598.64","599.872","598.416","599.2","599.76","598.864","599.76","599.76","598.752","599.984","599.312","598.864","599.984","598.864","599.2"
"2.5","598.976","598.976","598.976","599.312","598.864","599.088","598.976","598.752","598.864","599.2","598.416","598.528","598.752","598.304","599.2","599.088","598.528","599.424","599.088","598.64","598.752","599.312","598.976","598.976","598.976","598.864","599.312","598.752","598.752","598.976"
"2.6","599.76","598.864","598.416","599.984","599.984","597.408","598.528","599.088","598.528","600.096","599.76","599.312","598.976","599.872","598.64","599.648","599.088","599.872","598.864","598.976","600.096","599.76","599.76","599.984","599.088","598.752","599.088","599.984","599.088","598.528"
"2.7","598.528","599.424","599.312","598.752","600.096","601.328","599.76","598.976","600.768","600.432","600.544","599.648","600.32","600.432","599.424","599.984","599.424","599.536","598.864","599.2","599.872","599.424","600.096","598.976","598.304","600.32","598.752","599.984","600.32","599.2"
"2.8","599.536","599.2","598.528","598.864","598.752","598.864","599.312","600.32","597.968","598.752","599.424","599.984","598.64","598.976","599.872","599.872","599.984","598.528","598.64","599.648","598.752","599.984","599.648","600.208","599.424","599.76","599.76","600.096","599.76","599.76"
"2.9","599.2","598.976","599.424","600.096","598.864","600.544","598.752","599.088","599.088","598.976","600.432","600.432","599.2","599.088","600.096","599.424","598.752","599.088","599.2","600.656","598.976","599.76","599.648","598.864","599.2","598.976","599.2","599.648","599.088","599.2"
"3.0","598.864","599.76","598.864","599.984","600.32","598.864","599.2","599.2","599.536","600.096","599.984","599.2","600.096","599.872","598.976","599.424","599.76","598.864","598.976","598.528","598.752","599.2","599.088","599.536","598.528","599.424","599.76","599.536","598.864","599.872"
"3.1","598.976","598.64","598.864","598.192","598.528","598.752","598.416","598.976","598.976","598.976","598.752","598.864","598.976","598.416","599.312","598.64","599.088","598.976","599.088","598.752","599.424","598.64","598.304","599.088","597.968","599.2","598.976","599.2","599.2","599.2"
"3.2","599.312","598.976","600.208","600.88","599.312","599.088","599.536","600.208","598.864","599.088","598.864","599.76","598.64","599.424","600.096","599.872","598.976","599.312","598.864","598.64","600.096","598.752","599.312","600.544","600.32","600.432","600.32","598.864","599.872","599.984"
"3.3","599.2","598.64","599.76","600.208","599.312","600.096","599.984","599.984","600.096","600.096","598.976","600.32","599.2","599.984","600.096","599.088","600.096","599.2","599.984","598.416","599.984","600.096","598.976","599.984","599.088","598.64","599.424","599.312","600.208","599.2"
"3.4","599.984","599.2","599.312","599.76","598.864","598.64","599.872","600.096","598.976","599.312","599.536","600.096","599.872","599.984","598.864","600.096","598.416","598.64","599.424","600.208","600.432","599.984","599.424","599.536","598.864","598.976","599.76","599.76","600.32","599.648"
"3.5","599.984","599.536","599.984","599.312","600.096","600.32","598.976","599.984","600.096","599.984","598.864","599.424","599.536","599.2","599.648","599.984","600.432","599.984","599.984","600.32","598.528","598.976","600.208","599.424","598.976","599.2","599.312","599.536","599.872","600.208"
"3.6","599.088","598.976","598.752","599.088","599.648","600.096","599.088","599.088","598.752","599.984","599.984","599.2","599.2","599.648","599.76","600.208","599.872","599.312","599.984","598.752","599.088","599.984","599.2","599.088","599.984","599.088","598.864","599.424","599.76","598.64"
"3.7","599.984","599.312","600.208","598.64","599.424","598.864","598.64","598.976","600.432","598.752","600.208","599.984","599.648","600.096","598.864","599.088","599.872","599.76","600.32","600.096","598.64","598.864","599.872","599.872","599.424","598.64","600.32","600.208","600.32","599.648"
"3.8","600.208","599.536","599.984","600.208","599.648","599.424","599.984","600.32","599.648","600.32","600.096","599.648","599.872","600.32","600.208","599.76","599.984","599.648","599.76","599.872","599.984","600.32","599.872","599.872","599.648","599.872","599.984","599.76","599.984","599.76"
"3.9","599.872","599.2","599.872","599.984","599.312","599.2","599.984","599.2","599.424","599.76","599.088","599.312","599.312","598.976","599.984","598.864","600.208","599.984","598.752","599.424","599.536","599.648","599.536","598.64","600.432","599.872","599.088","599.312","598.864","599.088"
