"1.9","896.672","897.568","894.88","897.68","896.896","897.344","898.016","898.576","897.232","896.0","897.232","897.792","896.56","896.448","898.912","896.56","897.456","896.784","898.576","897.904","897.232","897.904","895.328","896.336","897.344","897.568","894.656","896.224","898.352","894.88"
"2.0","897.344","895.104","897.68","898.24","898.24","898.688","894.88","895.104","898.464","896.56","895.888","894.656","897.456","894.656","897.68","894.208","897.568","895.328","897.344","897.904","897.904","898.016","895.328","898.352","894.656","898.352","896.0","896.784","894.88","897.456"
"2.1","898.24","893.648","898.128","897.904","897.456","897.12","898.016","897.568","895.776","897.12","894.096","898.128","896.448","896.0","894.432","895.216","894.096","898.352","897.568","894.768","893.984","896.448","894.096","894.32","894.096","895.664","897.456","896.448","898.352","898.464"
"2.2","898.464","894.992","894.096","898.128","895.328","897.232","894.32","898.24","898.576","897.68","899.584","894.544","896.56","897.232","898.128","897.904","894.992","894.096","897.904","895.776","896.448","898.688","898.576","897.344","898.128","895.664","898.24","897.344","897.008","898.464"
"2.3","894.992","894.88","898.24","896.784","895.44","896.224","895.776","897.904","898.352","899.584","897.344","895.776","898.352","897.68","895.328","896.448","898.576","897.456","897.232","895.216","893.984","898.016","898.688","897.008","894.768","897.456","898.352","897.68","896.224","898.128"
"2.4","895.44","895.44","895.888","897.568","897.344","896.896","894.208","893.648","893.312","895.552","897.344","897.008","897.792","897.008","897.456","897.904","895.328","898.352","897.792","896.448","898.128","896.896","895.888","898.352","896.896","897.568","896.56","895.44","895.328","896.224"
"2.5","893.648","892.528","893.984","895.328","893.536","893.536","893.312","896.112","895.664","893.088","895.104","894.768","894.32","893.424","894.096","892.416","893.536","894.992","893.76","894.656","893.648","894.656","894.88","893.872","894.544","895.664","894.992","894.992","894.096","894.88"
"2.6","898.24","899.024","896.224","896.784","898.016","894.432","899.248","897.12","897.12","899.024","893.312","897.008","893.984","898.464","896.336","898.128","895.104","895.216","898.8","895.44","897.68","898.016","897.792","897.12","894.992","895.888","897.232","897.232","897.12","896.784"
"2.7","896.112","895.776","896.112","897.568","894.208","892.304","894.544","899.808","899.248","898.24","898.352","895.776","896.224","896.336","899.472","895.776","894.88","896.56","898.352","894.32","897.904","896.56","899.36","898.576","894.768","896.112","898.128","895.44","898.576","894.32"
"2.8","895.552","894.432","897.568","896.336","895.328","897.68","896.0","893.2","895.104","897.232","897.232","895.104","897.344","897.68","897.232","897.008","893.312","894.32","895.664","896.896","893.984","897.68","891.744","895.216","897.792","894.208","895.664","898.576","895.664","897.12"
"2.9","899.024","897.68","897.232","899.024","895.44","896.112","893.648","899.584","897.344","898.576","895.216","897.008","897.568","895.328","897.792","894.096","897.904","894.88","898.688","898.464","895.104","897.232","893.872","895.552","895.216","897.904","897.568","897.68","896.448","896.672"
"3.0","897.232","893.76","897.008","895.44","896.336","894.208","898.24","892.528","898.24","895.664","896.0","892.64","897.008","894.768","895.776","898.688","893.088","893.648","894.656","894.656","897.456","894.208","897.456","895.664","897.12","898.352","896.448","895.104","895.104","898.352"
"3.1","894.768","894.544","894.544","893.76","893.984","892.976","893.872","896.112","892.192","895.104","893.088","894.32","893.76","894.656","896.112","895.664","894.88","895.552","893.76","895.44","893.424","894.656","894.656","894.432","893.312","894.096","894.992","893.424","894.768","894.768"
"3.2","897.568","898.016","899.024","898.688","898.912","898.464","898.464","899.024","896.672","896.448","896.784","894.992","897.792","894.208","894.32","897.568","897.232","898.128","897.568","894.432","899.136","895.888","894.432","895.328","896.112","898.464","898.912","895.664","897.568","898.128"
"3.3","897.344","895.552","896.896","898.016","895.776","897.008","895.552","895.552","897.904","896.672","897.68","893.872","896.224","897.904","897.456","896.0","898.016","893.648","894.992","899.248","895.104","894.096","896.224","896.224","896.56","894.096","897.792","898.24","895.328","898.688"
"3.4","895.664","894.992","898.128","896.672","896.896","895.888","897.344","897.792","897.232","897.344","895.104","893.2","896.784","894.432","898.016","896.224","897.12","897.12","895.888","894.768","896.0","894.768","898.912","897.904","897.568","896.112","896.0","896.112","896.224","898.8"
"3.5","895.44","894.544","896.448","896.336","897.904","894.992","896.224","896.448","894.656","896.56","898.912","895.104","893.76","897.792","896.784","897.232","898.8","895.104","894.432","897.008","898.016","897.68","896.0","898.352","895.888","897.232","897.68","896.0","898.352","897.12"
"3.6","895.44","893.984","897.792","894.432","897.008","898.464","897.232","897.232","896.56","897.904","895.888","894.768","897.12","897.232","897.456","897.344","897.008","894.432","896.224","897.904","897.904","897.232","896.784","895.328","895.104","897.232","899.136","896.56","896.224","897.904"
